Domain,Area,Element,Item,Year,Unit,Value
"Crops and livestock products","Brazil","Import Value","Coffee, green","1998","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","1999","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2000","1000 US$","111"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2001","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2002","1000 US$","2"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2003","1000 US$","4"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2004","1000 US$","3"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2005","1000 US$","49"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2006","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2007","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2008","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, green","2009","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, green","2010","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, green","2011","1000 US$",""
"Crops and livestock products","Brazil","Import Value","Coffee, green","2012","1000 US$","15"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2013","1000 US$","139"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2014","1000 US$","35"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2015","1000 US$","29"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2016","1000 US$","28"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2017","1000 US$","773"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2018","1000 US$","2138"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2019","1000 US$","171"
"Crops and livestock products","Brazil","Import Value","Coffee, green","2020","1000 US$","4878"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1961","tonnes","1018234"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1962","tonnes","982565"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1963","tonnes","1170784"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1964","tonnes","896774"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1965","tonnes","808931"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1966","tonnes","1009909"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1967","tonnes","1004250"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1968","tonnes","1107465"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1969","tonnes","1121375"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1970","tonnes","962629"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1971","tonnes","1034266"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1972","tonnes","1050156"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1973","tonnes","1071377"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1974","tonnes","683784"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1975","tonnes","781990"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1976","tonnes","805367"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1977","tonnes","512391"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1978","tonnes","621300"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1979","tonnes","562196"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1980","tonnes","784465"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1981","tonnes","825443"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1982","tonnes","888023"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1983","tonnes","939671"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1984","tonnes","1031895"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1985","tonnes","1033611"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1986","tonnes","477907"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1987","tonnes","987609"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1988","tonnes","904357"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1989","tonnes","943374"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1990","tonnes","853230"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1991","tonnes","1094694"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1992","tonnes","1017642"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1993","tonnes","964153"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1994","tonnes","871018"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1995","tonnes","721305"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1996","tonnes","777909"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1997","tonnes","868439"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1998","tonnes","995212"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","1999","tonnes","1271772"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2000","tonnes","967042"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2001","tonnes","1252217"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2002","tonnes","1551410"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2003","tonnes","1369159"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2004","tonnes","1410801"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2005","tonnes","1352097"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2006","tonnes","1475716"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2007","tonnes","1488255"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2008","tonnes","1566921"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2009","tonnes","1639392"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2010","tonnes","1791064"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2011","tonnes","1791207"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2012","tonnes","1503713"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2013","tonnes","1699147"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2014","tonnes","1986506"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2015","tonnes","2005034"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2016","tonnes","1823886"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2017","tonnes","1647811"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2018","tonnes","1827000"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2019","tonnes","2230872"
"Crops and livestock products","Brazil","Export Quantity","Coffee, green","2020","tonnes","2372633"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1961","1000 US$","710386"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1962","1000 US$","642671"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1963","1000 US$","748284"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1964","1000 US$","759703"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1965","1000 US$","705687"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1966","1000 US$","763983"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1967","1000 US$","704725"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1968","1000 US$","774474"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1969","1000 US$","812955"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1970","1000 US$","939266"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1971","1000 US$","772479"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1972","1000 US$","989219"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1973","1000 US$","1244272"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1974","1000 US$","864313"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1975","1000 US$","854513"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1976","1000 US$","2172687"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1977","1000 US$","2298942"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1978","1000 US$","1946509"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1979","1000 US$","1917618"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1980","1000 US$","2486055"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1981","1000 US$","1516646"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1982","1000 US$","1857539"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1983","1000 US$","2095749"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1984","1000 US$","2564293"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1985","1000 US$","2369178"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1986","1000 US$","2005902"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1987","1000 US$","1959196"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1988","1000 US$","2008945"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1989","1000 US$","1610306"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1990","1000 US$","1106287"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1991","1000 US$","1382331"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1992","1000 US$","970442"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1993","1000 US$","1065184"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1994","1000 US$","2218688"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1995","1000 US$","1969869"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1996","1000 US$","1718593"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1997","1000 US$","2745289"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1998","1000 US$","2330874"
"Crops and livestock products","Brazil","Export Value","Coffee, green","1999","1000 US$","2230844"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2000","1000 US$","1559614"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2001","1000 US$","1207735"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2002","1000 US$","1195531"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2003","1000 US$","1302746"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2004","1000 US$","1750091"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2005","1000 US$","2516614"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2006","1000 US$","2928605"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2007","1000 US$","3378300"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2008","1000 US$","4131674"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2009","1000 US$","3761605"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2010","1000 US$","5182002"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2011","1000 US$","8000416"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2012","1000 US$","5721758"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2013","1000 US$","4582238"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2014","1000 US$","6041101"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2015","1000 US$","5555415"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2016","1000 US$","4843001"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2017","1000 US$","4600238"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2018","1000 US$","4359522"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2019","1000 US$","4575024"
"Crops and livestock products","Brazil","Export Value","Coffee, green","2020","1000 US$","4973728"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1961","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1962","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1963","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1964","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1965","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1966","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1967","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1968","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1969","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1970","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1971","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1972","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1973","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1974","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1975","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1976","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1977","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1978","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1979","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1980","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1981","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1982","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1983","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1984","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1985","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1986","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1987","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1988","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1989","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1990","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1991","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1992","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1993","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1994","tonnes",""
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1995","tonnes","7"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1996","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1997","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1998","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","1999","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2000","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2001","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2002","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2003","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2004","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2005","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2006","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2007","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2008","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2009","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2010","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2011","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2012","tonnes","0"
"Crops and livestock products","Brazil","Export Quantity","Coffee, husks and skins","2013","tonnes","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1961","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1962","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1963","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1964","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1965","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1966","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1967","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1968","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1969","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1970","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1971","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1972","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1973","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1974","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1975","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1976","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1977","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1978","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1979","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1980","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1981","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1982","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1983","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1984","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1985","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1986","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1987","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1988","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1989","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1990","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1991","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1992","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1993","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1994","1000 US$",""
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1995","1000 US$","8"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1996","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1997","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1998","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","1999","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2000","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2001","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2002","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2003","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2004","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2005","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2006","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2007","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2008","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2009","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2010","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2011","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2012","1000 US$","0"
"Crops and livestock products","Brazil","Export Value","Coffee, husks and skins","2013","1000 US$","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1961","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1962","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1963","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1964","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1965","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1966","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1967","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1968","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1969","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1970","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1971","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1972","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1973","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1974","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1975","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1976","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1977","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1978","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1979","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1980","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1981","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1982","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1983","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1984","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1985","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1986","tonnes","5"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1987","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1988","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1989","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1990","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1991","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1992","tonnes","0"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1993","tonnes","1"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1994","tonnes","4"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1995","tonnes","14"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1996","tonnes","62"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1997","tonnes","63"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1998","tonnes","73"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","1999","tonnes","96"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2000","tonnes","93"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2001","tonnes","113"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2002","tonnes","130"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2003","tonnes","102"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2004","tonnes","111"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2005","tonnes","88"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2006","tonnes","122"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2007","tonnes","166"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2008","tonnes","245"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2009","tonnes","344"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2010","tonnes","510"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2011","tonnes","809"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2012","tonnes","1228"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2013","tonnes","1653"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2014","tonnes","2449"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2015","tonnes","4060"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2016","tonnes","3007"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2017","tonnes","3578"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2018","tonnes","3327"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2019","tonnes","3669"
"Crops and livestock products","Brazil","Import Quantity","Coffee, roasted","2020","tonnes","3675"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1961","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1962","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1963","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1964","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1965","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1966","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1967","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1968","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1969","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1970","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1971","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1972","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1973","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1974","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1975","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1976","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1977","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1978","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1979","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1980","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1981","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1982","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1983","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1984","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1985","1000 US$","0"
"Crops and livestock products","Brazil","Import Value","Coffee, roasted","1986","1000 US$","6"
