Entity,Year,production_tonnes
Angola,1961,168600
Angola,1962,185000
Angola,1963,168300
Angola,1964,198200
Angola,1965,205000
Angola,1966,225700
Angola,1967,235200
Angola,1968,198000
Angola,1969,215000
Angola,1970,204000
Angola,1971,228000
Angola,1972,225000
Angola,1973,210000
Angola,1974,224772
Angola,1975,180000
Angola,1976,57480
Angola,1977,57060
Angola,1978,34320
Angola,1979,17340
Angola,1980,43260
Angola,1981,20640
Angola,1982,17400
Angola,1983,13000
Angola,1984,15000
Angola,1985,12000
Angola,1986,14800
Angola,1987,8700
Angola,1988,11000
Angola,1989,10000
Angola,1990,5000
Angola,1991,5000
Angola,1992,5000
Angola,1993,4620
Angola,1994,2160
Angola,1995,3300
Angola,1996,2820
Angola,1997,3840
Angola,1998,5100
Angola,1999,3300
Angola,2000,4260
Angola,2001,3300
Angola,2002,1260
Angola,2003,2040
Angola,2004,1980
Angola,2005,3500
Angola,2006,5000
Angola,2007,11523
Angola,2008,4000
Angola,2009,11982
Angola,2010,9951
Angola,2011,10192
Angola,2012,11740
Angola,2013,12550
Angola,2014,15009
Angola,2015,15000
Angola,2016,14709
Angola,2017,15114
Angola,2018,16079
Belize,1998,93
Belize,1999,70
Belize,2000,165
Belize,2001,229
Belize,2002,227
Belize,2003,229
Belize,2004,231
Belize,2005,54
Belize,2006,95
Belize,2007,45
Belize,2008,90
Belize,2009,105
Belize,2010,90
Belize,2011,91
Belize,2012,89
Belize,2013,87
Belize,2014,89
Belize,2015,93
Belize,2016,94
Belize,2017,92
Belize,2018,90
Benin,1961,2090
Benin,1962,1730
Benin,1963,1002
Benin,1964,1065
Benin,1965,891
Benin,1966,1041
Benin,1967,1086
Benin,1968,511
Benin,1969,2268
Benin,1970,1940
Benin,1971,2229
Benin,1972,2724
Benin,1973,1341
Benin,1974,161
Benin,1975,477
Benin,1976,599
Benin,1977,610
Benin,1978,185
Benin,1979,31
Benin,1980,321
Benin,1981,585
Benin,1982,1629
Benin,1983,1000
Benin,1984,3000
Benin,1985,700
Benin,1986,1100
Benin,1987,1900
Benin,1988,2700
Benin,1989,800
Benin,1990,120
Benin,1991,180
Benin,1992,200
Benin,1993,300
Benin,1994,200
Benin,1995,175
Benin,1996,165
Benin,1997,161
Benin,1998,154
Benin,1999,151
Benin,2000,143
Benin,2001,150
Benin,2002,100
Benin,2003,60
Benin,2004,86
Benin,2005,82
Benin,2006,60
Benin,2007,60
Benin,2008,70
Benin,2009,67
Benin,2010,60
Benin,2011,65
Benin,2012,68
Benin,2013,70
Benin,2014,62
Benin,2015,51
Benin,2016,48
Benin,2017,54
Benin,2018,51
Bolivia,1961,4400
Bolivia,1962,4400
Bolivia,1963,4400
Bolivia,1964,7400
Bolivia,1965,4700
Bolivia,1966,7700
Bolivia,1967,8200
Bolivia,1968,9500
Bolivia,1969,10100
Bolivia,1970,11200
Bolivia,1971,12400
Bolivia,1972,13000
Bolivia,1973,13400
Bolivia,1974,13870
Bolivia,1975,14900
Bolivia,1976,14664
Bolivia,1977,13372
Bolivia,1978,13424
Bolivia,1979,15700
Bolivia,1980,20540
Bolivia,1981,21325
Bolivia,1982,21179
Bolivia,1983,21141
Bolivia,1984,21566
Bolivia,1985,23361
Bolivia,1986,24153
Bolivia,1987,25200
Bolivia,1988,25450
Bolivia,1989,26740
Bolivia,1990,24378
Bolivia,1991,14071
Bolivia,1992,15179
Bolivia,1993,13153
Bolivia,1994,19216
Bolivia,1995,20323
Bolivia,1996,22015
Bolivia,1997,22608
Bolivia,1998,22532
Bolivia,1999,26931
Bolivia,2000,27696
Bolivia,2001,24086
Bolivia,2002,24513
Bolivia,2003,24700
Bolivia,2004,24546
Bolivia,2005,24976
Bolivia,2006,25272
Bolivia,2007,27012
Bolivia,2008,27305
Bolivia,2009,28270
Bolivia,2010,27327
Bolivia,2011,27596
Bolivia,2012,28137
Bolivia,2013,29455
Bolivia,2014,20496
Bolivia,2015,20954
Bolivia,2016,21427
Bolivia,2017,21181
Bolivia,2018,22121
Brazil,1961,2228704
Brazil,1962,2190303
Brazil,1963,1650527
Brazil,1964,1042013
Brazil,1965,2294047
Brazil,1966,1202868
Brazil,1967,1507500
Brazil,1968,1057700
Brazil,1969,1283500
Brazil,1970,754800
Brazil,1971,1551462
Brazil,1972,1495705
Brazil,1973,872897
Brazil,1974,1615309
Brazil,1975,1272298
Brazil,1976,375985
Brazil,1977,975385
Brazil,1978,1267661
Brazil,1979,1332772
Brazil,1980,1061195
Brazil,1981,2032210
Brazil,1982,957931
Brazil,1983,1671588
Brazil,1984,1420281
Brazil,1985,1910646
Brazil,1986,1041406
Brazil,1987,2202708
Brazil,1988,1348014
Brazil,1989,1532335
Brazil,1990,1464856
Brazil,1991,1520382
Brazil,1992,1294373
Brazil,1993,1278759
Brazil,1994,1307289
Brazil,1995,930135
Brazil,1996,1369196
Brazil,1997,1228513
Brazil,1998,1689366
Brazil,1999,1631852
Brazil,2000,1903562
Brazil,2001,1819569
Brazil,2002,2610524
Brazil,2003,1987074
Brazil,2004,2465710
Brazil,2005,2140169
Brazil,2006,2573368
Brazil,2007,2249011
Brazil,2008,2796927
Brazil,2009,2440056
Brazil,2010,2907265
Brazil,2011,2700540
Brazil,2012,3037534
Brazil,2013,2964538
Brazil,2014,2804070
Brazil,2015,2647504
Brazil,2016,3024466
Brazil,2017,2684508
Brazil,2018,3556638
Burundi,1961,14000
Burundi,1962,13001
Burundi,1963,5777
Burundi,1964,17737
Burundi,1965,12831
Burundi,1966,14071
Burundi,1967,18682
Burundi,1968,16539
Burundi,1969,14551
Burundi,1970,22084
Burundi,1971,25051
Burundi,1972,19403
Burundi,1973,21395
Burundi,1974,28140
Burundi,1975,16924
Burundi,1976,21428
Burundi,1977,17030
Burundi,1978,22783
Burundi,1979,27728
Burundi,1980,18894
Burundi,1981,43824
Burundi,1982,20221
Burundi,1983,35954
Burundi,1984,27005
Burundi,1985,32493
Burundi,1986,31290
Burundi,1987,37338
Burundi,1988,35247
Burundi,1989,31400
Burundi,1990,32694
Burundi,1991,34204
Burundi,1992,37215
Burundi,1993,22991
Burundi,1994,41293
Burundi,1995,25516
Burundi,1996,26875
Burundi,1997,19991
Burundi,1998,16937
Burundi,1999,29130
Burundi,2000,67439
Burundi,2001,70980
Burundi,2002,182182
Burundi,2003,35682
Burundi,2004,204509
Burundi,2005,34828
Burundi,2006,149460
Burundi,2007,31964
Burundi,2008,100475
Burundi,2009,20517
Burundi,2010,89960
Burundi,2011,41960
Burundi,2012,26340
Burundi,2013,22625
Burundi,2014,10405
Burundi,2015,18367
Burundi,2016,13624
Burundi,2017,16340
Burundi,2018,14216
Cambodia,1961,240
Cambodia,1962,350
Cambodia,1963,400
Cambodia,1964,350
Cambodia,1965,400
Cambodia,1966,480
Cambodia,1967,433
Cambodia,1968,350
Cambodia,1969,460
Cambodia,1970,600
Cambodia,1971,600
Cambodia,1972,470
Cambodia,1973,124
Cambodia,1974,100
Cambodia,1975,100
Cambodia,1976,90
Cambodia,1977,85
Cambodia,1978,72
Cambodia,1979,50
Cambodia,1980,70
Cambodia,1981,68
Cambodia,1982,70
Cambodia,1983,80
Cambodia,1984,90
Cambodia,1985,100
Cambodia,1986,120
Cambodia,1987,130
Cambodia,1988,140
Cambodia,1989,150
Cambodia,1990,160
Cambodia,1991,170
Cambodia,1992,180
Cambodia,1993,198
Cambodia,1994,190
Cambodia,1995,200
Cambodia,1996,250
Cambodia,1997,280
Cambodia,1998,290
Cambodia,1999,300
Cambodia,2000,300
Cambodia,2001,300
Cambodia,2002,300
Cambodia,2003,305
Cambodia,2004,310
Cambodia,2005,320
Cambodia,2006,300
Cambodia,2007,320
Cambodia,2008,330
Cambodia,2009,350
Cambodia,2010,362
Cambodia,2011,349
Cambodia,2012,350
Cambodia,2013,353
Cambodia,2014,357
Cambodia,2015,369
Cambodia,2016,372
Cambodia,2017,376
Cambodia,2018,381
Cameroon,1961,44700
Cameroon,1962,45000
Cameroon,1963,53600
Cameroon,1964,59100
Cameroon,1965,74100
Cameroon,1966,63300
Cameroon,1967,79600
Cameroon,1968,81700
Cameroon,1969,81815
Cameroon,1970,92993
Cameroon,1971,94790
Cameroon,1972,96165
Cameroon,1973,93913
Cameroon,1974,104442
Cameroon,1975,92488
Cameroon,1976,79599
Cameroon,1977,86448
Cameroon,1978,107993
Cameroon,1979,101166
Cameroon,1980,112207
Cameroon,1981,109286
Cameroon,1982,128237
Cameroon,1983,63700
Cameroon,1984,137900
Cameroon,1985,100020
Cameroon,1986,132000
Cameroon,1987,82560
Cameroon,1988,119400
Cameroon,1989,115700
Cameroon,1990,100980
Cameroon,1991,115080
Cameroon,1992,76200
Cameroon,1993,68417
Cameroon,1994,73743
Cameroon,1995,74000
Cameroon,1996,104121
Cameroon,1997,63600
Cameroon,1998,112532
Cameroon,1999,98000
Cameroon,2000,86200
Cameroon,2001,70500
Cameroon,2002,41000
Cameroon,2003,48000
Cameroon,2004,54000
Cameroon,2005,60000
Cameroon,2006,62300
Cameroon,2007,47792
Cameroon,2008,50687
Cameroon,2009,48123
Cameroon,2010,66584
Cameroon,2011,26322
Cameroon,2012,38127
Cameroon,2013,41800
Cameroon,2014,38055
Cameroon,2015,35334
Cameroon,2016,33101
Cameroon,2017,31056
Cameroon,2018,33164
Cape Verde,1961,52
Cape Verde,1962,22
Cape Verde,1963,40
Cape Verde,1964,39
Cape Verde,1965,45
Cape Verde,1966,106
Cape Verde,1967,121
Cape Verde,1968,82
Cape Verde,1969,94
Cape Verde,1970,114
Cape Verde,1971,185
Cape Verde,1972,76
Cape Verde,1973,8
Cape Verde,1974,71
Cape Verde,1975,103
Cape Verde,1976,168
Cape Verde,1977,53
Cape Verde,1978,100
Cape Verde,1979,150
Cape Verde,1980,50
Cape Verde,1981,100
Cape Verde,1982,50
Cape Verde,1983,50
Cape Verde,1984,50
Cape Verde,1985,30
Cape Verde,1986,44
Cape Verde,1987,34
Cape Verde,1988,50
Cape Verde,1989,100
Cape Verde,1990,50
Cape Verde,1991,10
Cape Verde,1992,0
Cape Verde,2011,62
Cape Verde,2012,88
Cape Verde,2013,62
Cape Verde,2014,52
Cape Verde,2015,52
Cape Verde,2016,68
Cape Verde,2017,47
Cape Verde,2018,35
Central African Republic,1961,8200
Central African Republic,1962,5800
Central African Republic,1963,12600
Central African Republic,1964,7600
Central African Republic,1965,11400
Central African Republic,1966,9127
Central African Republic,1967,8207
Central African Republic,1968,8826
Central African Republic,1969,12163
Central African Republic,1970,10665
Central African Republic,1971,6065
Central African Republic,1972,8359
Central African Republic,1973,10001
Central African Republic,1974,13200
Central African Republic,1975,14300
Central African Republic,1976,13900
Central African Republic,1977,14800
Central African Republic,1978,15183
Central African Republic,1979,16073
Central African Republic,1980,16808
Central African Republic,1981,17000
Central African Republic,1982,17000
Central African Republic,1983,15400
Central African Republic,1984,18400
Central African Republic,1985,13300
Central African Republic,1986,20100
Central African Republic,1987,21346
Central African Republic,1988,24482
Central African Republic,1989,20808
Central African Republic,1990,14314
Central African Republic,1991,17625
Central African Republic,1992,9036
Central African Republic,1993,9124
Central African Republic,1994,14500
Central African Republic,1995,9000
Central African Republic,1996,18000
Central African Republic,1997,15000
Central African Republic,1998,12037
Central African Republic,1999,11260
Central African Republic,2000,12900
Central African Republic,2001,12300
Central African Republic,2002,13000
Central African Republic,2003,5520
Central African Republic,2004,4320
Central African Republic,2005,3300
Central African Republic,2006,1500
Central African Republic,2007,2400
Central African Republic,2008,3300
Central African Republic,2009,3544
Central African Republic,2010,5270
Central African Republic,2011,6218
Central African Republic,2012,6923
Central African Republic,2013,7975
Central African Republic,2014,10799
Central African Republic,2015,9050
Central African Republic,2016,10120
Central African Republic,2017,9221
Central African Republic,2018,9145
Central America,1961,461135
Central America,1962,472456
Central America,1963,486178
Central America,1964,505772
Central America,1965,523828
Central America,1966,544139
Central America,1967,621122
Central America,1968,589478
Central America,1969,596975
Central America,1970,597831
Central America,1971,638102
Central America,1972,654823
Central America,1973,672371
Central America,1974,712745
Central America,1975,709770
Central America,1976,700649
Central America,1977,695348
Central America,1978,799311
Central America,1979,804152
Central America,1980,818696
Central America,1981,893332
Central America,1982,883508
Central America,1983,907059
Central America,1984,871774
Central America,1985,834478
Central America,1986,968045
Central America,1987,943933
Central America,1988,1015357
Central America,1989,970698
Central America,1990,1100027
Central America,1991,999455
Central America,1992,1077081
Central America,1993,1003845
Central America,1994,1004065
Central America,1995,1023709
Central America,1996,1127286
Central America,1997,1134363
Central America,1998,1049771
Central America,1999,1165583
Central America,2000,1211647
Central America,2001,1114230
Central America,2002,1045084
Central America,2003,1038304
Central America,2004,1027413
Central America,2005,1055575
Central America,2006,1003384
Central America,2007,1084729
Central America,2008,1055361
Central America,2009,1016527
Central America,2010,1033490
Central America,2011,1077736
Central America,2012,1166400
Central America,2013,956536
Central America,2014,956117
Central America,2015,969673
Central America,2016,1020092
Central America,2017,1146917
Central America,2018,1199214
China,1961,1612
China,1962,1756
China,1963,2042
China,1964,2346
China,1965,2577
China,1966,3236
China,1967,3566
China,1968,3540
China,1969,3748
China,1970,3836
China,1971,3934
China,1972,5029
China,1973,6017
China,1974,6068
China,1975,4066
China,1976,4009
China,1977,4052
China,1978,4047
China,1979,5036
China,1980,5051
China,1981,6052
China,1982,6054
China,1983,6000
China,1984,9000
China,1985,7000
China,1986,7700
China,1987,8600
China,1988,10000
China,1989,8000
China,1990,6300
China,1991,3500
China,1992,3800
China,1993,4000
China,1994,3250
China,1995,3196
China,1996,3023
China,1997,3573
China,1998,6237
China,1999,8743
China,2000,11568
China,2001,17202
China,2002,19456
China,2003,23144
China,2004,21659
China,2005,21919
China,2006,25655
China,2007,26000
China,2008,33278
China,2009,70405
China,2010,49596
China,2011,65384
China,2012,92064
China,2013,116826
China,2014,91425
China,2015,100105
China,2016,102785
China,2017,98105
China,2018,100332
Colombia,1961,450000
Colombia,1962,482100
Colombia,1963,450000
Colombia,1964,468000
Colombia,1965,492000
Colombia,1966,492000
Colombia,1967,456000
Colombia,1968,480000
Colombia,1969,474000
Colombia,1970,507000
Colombia,1971,468000
Colombia,1972,432000
Colombia,1973,528000
Colombia,1974,470000
Colombia,1975,513200
Colombia,1976,483000
Colombia,1977,639420
Colombia,1978,683220
Colombia,1979,713340
Colombia,1980,724380
Colombia,1981,782200
Colombia,1982,773600
Colombia,1983,768600
Colombia,1984,807800
Colombia,1985,643100
Colombia,1986,713500
Colombia,1987,651600
Colombia,1988,708700
Colombia,1989,664000
Colombia,1990,845000
Colombia,1991,970740
Colombia,1992,1100000
Colombia,1993,818220
Colombia,1994,721860
Colombia,1995,821820
Colombia,1996,671401
Colombia,1997,642239
Colombia,1998,766980
Colombia,1999,546720
Colombia,2000,637140
Colombia,2001,656160
Colombia,2002,696840
Colombia,2003,694080
Colombia,2004,674400
Colombia,2005,667140
Colombia,2006,724740
Colombia,2007,757080
Colombia,2008,688680
Colombia,2009,468720
Colombia,2010,535380
Colombia,2011,468540
Colombia,2012,462000
Colombia,2013,653160
Colombia,2014,728400
Colombia,2015,827750
Colombia,2016,818243
Colombia,2017,760209
Colombia,2018,720634
Comoros,1961,100
Comoros,1962,100
Comoros,1963,150
Comoros,1964,100
Comoros,1965,100
Comoros,1966,180
Comoros,1967,180
Comoros,1968,180
Comoros,1969,180
Comoros,1970,180
Comoros,1971,120
Comoros,1972,120
Comoros,1973,120
Comoros,1974,120
Comoros,1975,60
Comoros,1976,60
Comoros,1977,70
Comoros,1978,90
Comoros,1979,90
Comoros,1980,80
Comoros,1981,82
Comoros,1982,82
Comoros,1983,83
Comoros,1984,84
Comoros,1985,85
Comoros,1986,85
Comoros,1987,85
Comoros,1988,87
Comoros,1989,87
Comoros,1990,90
Comoros,1991,91
Comoros,1992,92
Comoros,1993,92
Comoros,1994,93
Comoros,1995,94
Comoros,1996,94
Comoros,1997,95
Comoros,1998,96
Comoros,1999,98
Comoros,2000,98
Comoros,2001,101
Comoros,2002,103
Comoros,2003,100
Comoros,2004,110
Comoros,2005,120
Comoros,2006,119
Comoros,2007,121
Comoros,2008,123
Comoros,2009,124
Comoros,2010,126
Comoros,2011,127
Comoros,2012,130
Comoros,2013,132
Comoros,2014,133
Comoros,2015,134
Comoros,2016,135
Comoros,2017,136
Comoros,2018,137
Congo,1961,900
Congo,1962,1300
Congo,1963,1500
Congo,1964,1500
Congo,1965,2700
Congo,1966,910
Congo,1967,920
Congo,1968,890
Congo,1969,1111
Congo,1970,1102
Congo,1971,1286
Congo,1972,1021
Congo,1973,1035
Congo,1974,1292
Congo,1975,1050
Congo,1976,2160
Congo,1977,5244
Congo,1978,4843
Congo,1979,3120
Congo,1980,2700
Congo,1981,2580
Congo,1982,2900
Congo,1983,3360
Congo,1984,2980
Congo,1985,3480
Congo,1986,1444
Congo,1987,1028
Congo,1988,1830
Congo,1989,1843
Congo,1990,1354
Congo,1991,1401
Congo,1992,1450
Congo,1993,1501
Congo,1994,1553
Congo,1995,1606
Congo,1996,1600
Congo,1997,1338
Congo,1998,850
Congo,1999,1490
Congo,2000,1550
Congo,2001,1612
Congo,2002,1687
Congo,2003,2000
Congo,2004,2800
Congo,2005,3300
Congo,2006,3000
Congo,2007,3000
Congo,2008,2400
Congo,2009,2700
Congo,2010,2827
Congo,2011,2901
Congo,2012,2935
Congo,2013,2987
Congo,2014,3021
Congo,2015,3051
Congo,2016,3008
Congo,2017,3024
Congo,2018,3041
Cook Islands,1961,3
Cook Islands,1962,5
Cook Islands,1963,7
Cook Islands,1964,11
Cook Islands,1965,10
Cook Islands,1966,11
Cook Islands,1967,12
Cook Islands,1968,10
Cook Islands,1969,10
Cook Islands,1970,10
Cook Islands,1971,10
Cook Islands,1972,10
Cook Islands,1973,10
Cook Islands,1974,10
Cook Islands,1975,10
Cook Islands,1976,2
Cook Islands,1977,3
Cook Islands,1978,2
Cook Islands,1979,2
Cook Islands,1980,2
Cook Islands,1981,2
Cook Islands,1982,2
Cook Islands,1983,2
Cook Islands,1984,2
Cook Islands,1985,2
Cook Islands,1986,2
Cook Islands,1987,2
Cook Islands,1988,1
Cook Islands,1989,1
Cook Islands,1990,2
Cook Islands,1991,2
Cook Islands,1992,5
Cook Islands,1993,4
Cook Islands,1994,8
Cook Islands,1995,15
Cook Islands,1996,20
Cook Islands,1997,15
Cook Islands,1998,10
Cook Islands,1999,5
Cook Islands,2000,6
Cook Islands,2001,7
Cook Islands,2002,7
Cook Islands,2003,3
Cook Islands,2004,0
Cook Islands,2005,0
Cook Islands,2006,0
Cook Islands,2007,0
Cook Islands,2008,0
Cook Islands,2009,0
Cook Islands,2010,0
Cook Islands,2011,0
Cook Islands,2012,0
Cook Islands,2013,0
Cook Islands,2014,0
Cook Islands,2015,0
Cook Islands,2016,0
Cook Islands,2017,0
Cook Islands,2018,0
Costa Rica,1961,61769
Costa Rica,1962,54523
Costa Rica,1963,62295
Costa Rica,1964,47219
Costa Rica,1965,58384
Costa Rica,1966,68344
Costa Rica,1967,76014
Costa Rica,1968,69372
Costa Rica,1969,84549
Costa Rica,1970,73192
Costa Rica,1971,89350
Costa Rica,1972,78787
Costa Rica,1973,95721
Costa Rica,1974,84287
Costa Rica,1975,80248
Costa Rica,1976,81784
Costa Rica,1977,87183
Costa Rica,1978,98549
Costa Rica,1979,98575
Costa Rica,1980,106389
Costa Rica,1981,113102
Costa Rica,1982,115087
Costa Rica,1983,124008
Costa Rica,1984,136857
Costa Rica,1985,124000
Costa Rica,1986,128227
Costa Rica,1987,138000
Costa Rica,1988,144900
Costa Rica,1989,157000
Costa Rica,1990,151100
Costa Rica,1991,158000
Costa Rica,1992,168000
Costa Rica,1993,156927
Costa Rica,1994,147998
Costa Rica,1995,150061
Costa Rica,1996,154131
Costa Rica,1997,132015
Costa Rica,1998,152385
Costa Rica,1999,147868
Costa Rica,2000,161395
Costa Rica,2001,150289
Costa Rica,2002,140874
Costa Rica,2003,132259
Costa Rica,2004,126000
Costa Rica,2005,125669
Costa Rica,2006,101038
Costa Rica,2007,121058
Costa Rica,2008,111959
Costa Rica,2009,91403
Costa Rica,2010,91620
Costa Rica,2011,95038
Costa Rica,2012,117873
Costa Rica,2013,71381
Costa Rica,2014,96735
Costa Rica,2015,83846
Costa Rica,2016,102669
Costa Rica,2017,97152
Costa Rica,2018,85340
Cote d'Ivoire,1961,185500
Cote d'Ivoire,1962,97071
Cote d'Ivoire,1963,194639
Cote d'Ivoire,1964,260698
Cote d'Ivoire,1965,202105
Cote d'Ivoire,1966,272566
Cote d'Ivoire,1967,130759
Cote d'Ivoire,1968,287760
Cote d'Ivoire,1969,210124
Cote d'Ivoire,1970,279610
Cote d'Ivoire,1971,239706
Cote d'Ivoire,1972,268836
Cote d'Ivoire,1973,301804
Cote d'Ivoire,1974,195935
Cote d'Ivoire,1975,270400
Cote d'Ivoire,1976,308400
Cote d'Ivoire,1977,291339
Cote d'Ivoire,1978,195565
Cote d'Ivoire,1979,277048
Cote d'Ivoire,1980,249608
Cote d'Ivoire,1981,366839
Cote d'Ivoire,1982,247708
Cote d'Ivoire,1983,270581
Cote d'Ivoire,1984,85203
Cote d'Ivoire,1985,277082
Cote d'Ivoire,1986,265199
Cote d'Ivoire,1987,270130
Cote d'Ivoire,1988,186705
Cote d'Ivoire,1989,221350
Cote d'Ivoire,1990,285164
Cote d'Ivoire,1991,198909
Cote d'Ivoire,1992,257000
Cote d'Ivoire,1993,138937
Cote d'Ivoire,1994,145576
Cote d'Ivoire,1995,194968
Cote d'Ivoire,1996,167786
Cote d'Ivoire,1997,279219
Cote d'Ivoire,1998,311000
Cote d'Ivoire,1999,307331
Cote d'Ivoire,2000,380000
Cote d'Ivoire,2001,301127
Cote d'Ivoire,2002,182001
Cote d'Ivoire,2003,140027
Cote d'Ivoire,2004,154081
Cote d'Ivoire,2005,230000
Cote d'Ivoire,2006,187000
Cote d'Ivoire,2007,170849
Cote d'Ivoire,2008,173118
Cote d'Ivoire,2009,142945
Cote d'Ivoire,2010,94372
Cote d'Ivoire,2011,32291
Cote d'Ivoire,2012,121426
Cote d'Ivoire,2013,103743
Cote d'Ivoire,2014,111486
Cote d'Ivoire,2015,127000
Cote d'Ivoire,2016,106000
Cote d'Ivoire,2017,33600
Cote d'Ivoire,2018,88867
Cuba,1961,37000
Cuba,1962,52206
Cuba,1963,34691
Cuba,1964,32028
Cuba,1965,23880
Cuba,1966,33407
Cuba,1967,34246
Cuba,1968,29246
Cuba,1969,31649
Cuba,1970,19742
Cuba,1971,25987
Cuba,1972,25391
Cuba,1973,21028
Cuba,1974,28795
Cuba,1975,20112
Cuba,1976,27151
Cuba,1977,16826
Cuba,1978,14807
Cuba,1979,22674
Cuba,1980,18973
Cuba,1981,21616
Cuba,1982,28684
Cuba,1983,18410
Cuba,1984,22051
Cuba,1985,23783
Cuba,1986,24509
Cuba,1987,26165
Cuba,1988,28801
Cuba,1989,28920
Cuba,1990,24900
Cuba,1991,22740
Cuba,1992,18720
Cuba,1993,17100
Cuba,1994,17040
Cuba,1995,17100
Cuba,1996,16680
Cuba,1997,19980
Cuba,1998,13500
Cuba,1999,22020
Cuba,2000,16500
Cuba,2001,15720
Cuba,2002,14700
Cuba,2003,15000
Cuba,2004,15240
Cuba,2005,10800
Cuba,2006,8400
Cuba,2007,13500
Cuba,2008,6240
Cuba,2009,7980
Cuba,2010,8430
Cuba,2011,10150
Cuba,2012,7560
Cuba,2013,8944
Cuba,2014,9180
Cuba,2015,7436
Cuba,2016,6785
Cuba,2017,6221
Cuba,2018,6814
Democratic Republic of Congo,1961,54000
Democratic Republic of Congo,1962,66000
Democratic Republic of Congo,1963,66000
Democratic Republic of Congo,1964,57000
Democratic Republic of Congo,1965,58500
Democratic Republic of Congo,1966,54000
Democratic Republic of Congo,1967,60000
Democratic Republic of Congo,1968,63300
Democratic Republic of Congo,1969,68000
Democratic Republic of Congo,1970,69600
Democratic Republic of Congo,1971,74600
Democratic Republic of Congo,1972,79200
Democratic Republic of Congo,1973,77700
Democratic Republic of Congo,1974,77100
Democratic Republic of Congo,1975,82500
Democratic Republic of Congo,1976,91100
Democratic Republic of Congo,1977,88500
Democratic Republic of Congo,1978,85600
Democratic Republic of Congo,1979,86700
Democratic Republic of Congo,1980,89000
Democratic Republic of Congo,1981,93400
Democratic Republic of Congo,1982,93400
Democratic Republic of Congo,1983,84200
Democratic Republic of Congo,1984,92700
Democratic Republic of Congo,1985,91600
Democratic Republic of Congo,1986,95000
Democratic Republic of Congo,1987,97200
Democratic Republic of Congo,1988,103080
Democratic Republic of Congo,1989,94740
Democratic Republic of Congo,1990,101594
Democratic Republic of Congo,1991,95000
Democratic Republic of Congo,1992,92400
Democratic Republic of Congo,1993,90109
Democratic Republic of Congo,1994,88346
Democratic Republic of Congo,1995,84714
Democratic Republic of Congo,1996,73975
Democratic Republic of Congo,1997,70299
Democratic Republic of Congo,1998,55991
Democratic Republic of Congo,1999,48605
Democratic Republic of Congo,2000,46767
Democratic Republic of Congo,2001,34723
Democratic Republic of Congo,2002,32080
Democratic Republic of Congo,2003,32050
Democratic Republic of Congo,2004,32020
Democratic Republic of Congo,2005,31990
Democratic Republic of Congo,2006,31960
Democratic Republic of Congo,2007,31930
Democratic Republic of Congo,2008,31900
Democratic Republic of Congo,2009,31870
Democratic Republic of Congo,2010,31840
Democratic Republic of Congo,2011,31810
Democratic Republic of Congo,2012,31562
Democratic Republic of Congo,2013,29701
Democratic Republic of Congo,2014,28105
Democratic Republic of Congo,2015,29439
Democratic Republic of Congo,2016,29867
Democratic Republic of Congo,2017,29735
Democratic Republic of Congo,2018,29673
Dominica,1979,171
Dominica,1980,164
Dominica,1981,168
Dominica,1982,171
Dominica,1983,175
Dominica,1984,187
Dominica,1985,192
Dominica,1986,195
Dominica,1987,192
Dominica,1988,196
Dominica,1989,193
Dominica,1990,178
Dominica,1991,205
Dominica,1992,204
Dominica,1993,340
Dominica,1994,350
Dominica,1995,349
Dominica,1996,360
Dominica,1997,360
Dominica,1998,362
Dominica,1999,370
Dominica,2000,366
Dominica,2001,368
Dominica,2002,371
Dominica,2003,380
Dominica,2004,380
Dominica,2005,385
Dominica,2006,386
Dominica,2007,405
Dominica,2008,365
Dominica,2009,337
Dominica,2010,308
Dominica,2011,281
Dominica,2012,235
Dominica,2013,250
Dominica,2014,251
Dominica,2015,233
Dominica,2016,213
Dominica,2017,232
Dominica,2018,226
Dominican Republic,1961,36210
Dominican Republic,1962,45968
Dominican Republic,1963,44783
Dominican Republic,1964,51974
Dominican Republic,1965,43072
Dominican Republic,1966,44535
Dominican Republic,1967,42400
Dominican Republic,1968,44500
Dominican Republic,1969,43550
Dominican Republic,1970,42494
Dominican Republic,1971,45000
Dominican Republic,1972,45300
Dominican Republic,1973,58682
Dominican Republic,1974,54311
Dominican Republic,1975,51855
Dominican Republic,1976,56997
Dominican Republic,1977,60208
Dominican Republic,1978,43405
Dominican Republic,1979,60391
Dominican Republic,1980,60091
Dominican Republic,1981,52206
Dominican Republic,1982,63493
Dominican Republic,1983,68027
Dominican Republic,1984,72109
Dominican Republic,1985,71965
Dominican Republic,1986,68504
Dominican Republic,1987,67134
Dominican Republic,1988,67939
Dominican Republic,1989,64611
Dominican Republic,1990,59377
Dominican Republic,1991,55222
Dominican Republic,1992,42464
Dominican Republic,1993,37744
Dominican Republic,1994,32715
Dominican Republic,1995,42407
Dominican Republic,1996,47895
Dominican Republic,1997,33997
Dominican Republic,1998,56943
Dominican Republic,1999,34609
Dominican Republic,2000,45546
Dominican Republic,2001,35476
Dominican Republic,2002,37330
Dominican Republic,2003,36929
Dominican Republic,2004,35421
Dominican Republic,2005,40303
Dominican Republic,2006,41352
Dominican Republic,2007,41232
Dominican Republic,2008,35582
Dominican Republic,2009,37950
Dominican Republic,2010,21876
